id	group	element	pos	alleleA	alleleB	alleleC	alleleD	alleleE	posControl	negControl
maptprom_chr17_45895294_altseq2_C_to_T	MAPTpromoterAltseq	maptprom_chr17_45895294	chr17_45895294	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895294_altseq3_C_to_G	MAPTpromoterAltseq	maptprom_chr17_45895294	chr17_45895294	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895295_altseq1_C_to_A	MAPTpromoterAltseq	maptprom_chr17_45895295	chr17_45895295	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895295_altseq2_C_to_T	MAPTpromoterAltseq	maptprom_chr17_45895295	chr17_45895295	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895295_altseq3_C_to_G	MAPTpromoterAltseq	maptprom_chr17_45895295	chr17_45895295	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895296_altseq1_T_to_A	MAPTpromoterAltseq	maptprom_chr17_45895296	chr17_45895296	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895296_altseq2_T_to_G	MAPTpromoterAltseq	maptprom_chr17_45895296	chr17_45895296	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895296_altseq3_T_to_C	MAPTpromoterAltseq	maptprom_chr17_45895296	chr17_45895296	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895297_altseq1_C_to_A	MAPTpromoterAltseq	maptprom_chr17_45895297	chr17_45895297	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895297_altseq2_C_to_T	MAPTpromoterAltseq	maptprom_chr17_45895297	chr17_45895297	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895297_altseq3_C_to_G	MAPTpromoterAltseq	maptprom_chr17_45895297	chr17_45895297	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895298_altseq1_C_to_A	MAPTpromoterAltseq	maptprom_chr17_45895298	chr17_45895298	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895298_altseq2_C_to_T	MAPTpromoterAltseq	maptprom_chr17_45895298	chr17_45895298	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895298_altseq3_C_to_G	MAPTpromoterAltseq	maptprom_chr17_45895298	chr17_45895298	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895299_altseq1_T_to_A	MAPTpromoterAltseq	maptprom_chr17_45895299	chr17_45895299	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895299_altseq2_T_to_G	MAPTpromoterAltseq	maptprom_chr17_45895299	chr17_45895299	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895299_altseq3_T_to_C	MAPTpromoterAltseq	maptprom_chr17_45895299	chr17_45895299	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895300_altseq1_T_to_A	MAPTpromoterAltseq	maptprom_chr17_45895300	chr17_45895300	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895300_altseq2_T_to_G	MAPTpromoterAltseq	maptprom_chr17_45895300	chr17_45895300	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895300_altseq3_T_to_C	MAPTpromoterAltseq	maptprom_chr17_45895300	chr17_45895300	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895301_altseq1_C_to_A	MAPTpromoterAltseq	maptprom_chr17_45895301	chr17_45895301	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895301_altseq2_C_to_T	MAPTpromoterAltseq	maptprom_chr17_45895301	chr17_45895301	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895301_altseq3_C_to_G	MAPTpromoterAltseq	maptprom_chr17_45895301	chr17_45895301	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895302_altseq1_A_to_T	MAPTpromoterAltseq	maptprom_chr17_45895302	chr17_45895302	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895302_altseq2_A_to_G	MAPTpromoterAltseq	maptprom_chr17_45895302	chr17_45895302	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895302_altseq3_A_to_C	MAPTpromoterAltseq	maptprom_chr17_45895302	chr17_45895302	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895303_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895303	chr17_45895303	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895303_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895303	chr17_45895303	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895303_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895303	chr17_45895303	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895304_altseq1_A_to_T	MAPTpromoterAltseq	maptprom_chr17_45895304	chr17_45895304	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895304_altseq2_A_to_G	MAPTpromoterAltseq	maptprom_chr17_45895304	chr17_45895304	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895304_altseq3_A_to_C	MAPTpromoterAltseq	maptprom_chr17_45895304	chr17_45895304	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895305_altseq1_A_to_T	MAPTpromoterAltseq	maptprom_chr17_45895305	chr17_45895305	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895305_altseq2_A_to_G	MAPTpromoterAltseq	maptprom_chr17_45895305	chr17_45895305	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895305_altseq3_A_to_C	MAPTpromoterAltseq	maptprom_chr17_45895305	chr17_45895305	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895306_altseq1_A_to_T	MAPTpromoterAltseq	maptprom_chr17_45895306	chr17_45895306	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895306_altseq2_A_to_G	MAPTpromoterAltseq	maptprom_chr17_45895306	chr17_45895306	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895306_altseq3_A_to_C	MAPTpromoterAltseq	maptprom_chr17_45895306	chr17_45895306	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895307_altseq1_C_to_A	MAPTpromoterAltseq	maptprom_chr17_45895307	chr17_45895307	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895307_altseq2_C_to_T	MAPTpromoterAltseq	maptprom_chr17_45895307	chr17_45895307	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895307_altseq3_C_to_G	MAPTpromoterAltseq	maptprom_chr17_45895307	chr17_45895307	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895308_altseq1_C_to_A	MAPTpromoterAltseq	maptprom_chr17_45895308	chr17_45895308	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895308_altseq2_C_to_T	MAPTpromoterAltseq	maptprom_chr17_45895308	chr17_45895308	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895308_altseq3_C_to_G	MAPTpromoterAltseq	maptprom_chr17_45895308	chr17_45895308	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895309_altseq1_C_to_A	MAPTpromoterAltseq	maptprom_chr17_45895309	chr17_45895309	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895309_altseq2_C_to_T	MAPTpromoterAltseq	maptprom_chr17_45895309	chr17_45895309	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895309_altseq3_C_to_G	MAPTpromoterAltseq	maptprom_chr17_45895309	chr17_45895309	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895310_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895310	chr17_45895310	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895310_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895310	chr17_45895310	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895310_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895310	chr17_45895310	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895311_altseq1_T_to_A	MAPTpromoterAltseq	maptprom_chr17_45895311	chr17_45895311	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895311_altseq2_T_to_G	MAPTpromoterAltseq	maptprom_chr17_45895311	chr17_45895311	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895311_altseq3_T_to_C	MAPTpromoterAltseq	maptprom_chr17_45895311	chr17_45895311	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895312_altseq1_A_to_T	MAPTpromoterAltseq	maptprom_chr17_45895312	chr17_45895312	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895312_altseq2_A_to_G	MAPTpromoterAltseq	maptprom_chr17_45895312	chr17_45895312	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895312_altseq3_A_to_C	MAPTpromoterAltseq	maptprom_chr17_45895312	chr17_45895312	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895313_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895313	chr17_45895313	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895313_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895313	chr17_45895313	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895313_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895313	chr17_45895313	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895314_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895314	chr17_45895314	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895314_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895314	chr17_45895314	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895314_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895314	chr17_45895314	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895315_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895315	chr17_45895315	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895315_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895315	chr17_45895315	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895315_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895315	chr17_45895315	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895316_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895316	chr17_45895316	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895316_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895316	chr17_45895316	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895316_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895316	chr17_45895316	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895317_altseq1_A_to_T	MAPTpromoterAltseq	maptprom_chr17_45895317	chr17_45895317	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895317_altseq2_A_to_G	MAPTpromoterAltseq	maptprom_chr17_45895317	chr17_45895317	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895317_altseq3_A_to_C	MAPTpromoterAltseq	maptprom_chr17_45895317	chr17_45895317	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895318_altseq1_C_to_A	MAPTpromoterAltseq	maptprom_chr17_45895318	chr17_45895318	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895318_altseq2_C_to_T	MAPTpromoterAltseq	maptprom_chr17_45895318	chr17_45895318	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895318_altseq3_C_to_G	MAPTpromoterAltseq	maptprom_chr17_45895318	chr17_45895318	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895319_altseq1_A_to_T	MAPTpromoterAltseq	maptprom_chr17_45895319	chr17_45895319	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895319_altseq2_A_to_G	MAPTpromoterAltseq	maptprom_chr17_45895319	chr17_45895319	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895319_altseq3_A_to_C	MAPTpromoterAltseq	maptprom_chr17_45895319	chr17_45895319	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895320_altseq1_T_to_A	MAPTpromoterAltseq	maptprom_chr17_45895320	chr17_45895320	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895320_altseq2_T_to_G	MAPTpromoterAltseq	maptprom_chr17_45895320	chr17_45895320	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895320_altseq3_T_to_C	MAPTpromoterAltseq	maptprom_chr17_45895320	chr17_45895320	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895321_altseq1_T_to_A	MAPTpromoterAltseq	maptprom_chr17_45895321	chr17_45895321	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895321_altseq2_T_to_G	MAPTpromoterAltseq	maptprom_chr17_45895321	chr17_45895321	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895321_altseq3_T_to_C	MAPTpromoterAltseq	maptprom_chr17_45895321	chr17_45895321	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895322_altseq1_T_to_A	MAPTpromoterAltseq	maptprom_chr17_45895322	chr17_45895322	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895322_altseq2_T_to_G	MAPTpromoterAltseq	maptprom_chr17_45895322	chr17_45895322	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895322_altseq3_T_to_C	MAPTpromoterAltseq	maptprom_chr17_45895322	chr17_45895322	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895323_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895323	chr17_45895323	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895323_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895323	chr17_45895323	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895323_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895323	chr17_45895323	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895324_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895324	chr17_45895324	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895324_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895324	chr17_45895324	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895324_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895324	chr17_45895324	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895325_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895325	chr17_45895325	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895325_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895325	chr17_45895325	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895325_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895325	chr17_45895325	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895326_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895326	chr17_45895326	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895326_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895326	chr17_45895326	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895326_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895326	chr17_45895326	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895327_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895327	chr17_45895327	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895327_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895327	chr17_45895327	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895327_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895327	chr17_45895327	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895328_altseq1_C_to_A	MAPTpromoterAltseq	maptprom_chr17_45895328	chr17_45895328	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895328_altseq2_C_to_T	MAPTpromoterAltseq	maptprom_chr17_45895328	chr17_45895328	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895328_altseq3_C_to_G	MAPTpromoterAltseq	maptprom_chr17_45895328	chr17_45895328	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895329_altseq1_T_to_A	MAPTpromoterAltseq	maptprom_chr17_45895329	chr17_45895329	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895329_altseq2_T_to_G	MAPTpromoterAltseq	maptprom_chr17_45895329	chr17_45895329	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895329_altseq3_T_to_C	MAPTpromoterAltseq	maptprom_chr17_45895329	chr17_45895329	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895330_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895330	chr17_45895330	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895330_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895330	chr17_45895330	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895330_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895330	chr17_45895330	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895331_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895331	chr17_45895331	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895331_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895331	chr17_45895331	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895331_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895331	chr17_45895331	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895332_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895332	chr17_45895332	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895332_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895332	chr17_45895332	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895332_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895332	chr17_45895332	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895333_altseq1_A_to_T	MAPTpromoterAltseq	maptprom_chr17_45895333	chr17_45895333	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895333_altseq2_A_to_G	MAPTpromoterAltseq	maptprom_chr17_45895333	chr17_45895333	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895333_altseq3_A_to_C	MAPTpromoterAltseq	maptprom_chr17_45895333	chr17_45895333	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895334_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895334	chr17_45895334	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895334_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895334	chr17_45895334	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895334_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895334	chr17_45895334	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895335_altseq1_A_to_T	MAPTpromoterAltseq	maptprom_chr17_45895335	chr17_45895335	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895335_altseq2_A_to_G	MAPTpromoterAltseq	maptprom_chr17_45895335	chr17_45895335	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895335_altseq3_A_to_C	MAPTpromoterAltseq	maptprom_chr17_45895335	chr17_45895335	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895336_altseq1_A_to_T	MAPTpromoterAltseq	maptprom_chr17_45895336	chr17_45895336	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895336_altseq2_A_to_G	MAPTpromoterAltseq	maptprom_chr17_45895336	chr17_45895336	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895336_altseq3_A_to_C	MAPTpromoterAltseq	maptprom_chr17_45895336	chr17_45895336	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895337_altseq1_A_to_T	MAPTpromoterAltseq	maptprom_chr17_45895337	chr17_45895337	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895337_altseq2_A_to_G	MAPTpromoterAltseq	maptprom_chr17_45895337	chr17_45895337	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895337_altseq3_A_to_C	MAPTpromoterAltseq	maptprom_chr17_45895337	chr17_45895337	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895338_altseq1_T_to_A	MAPTpromoterAltseq	maptprom_chr17_45895338	chr17_45895338	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895338_altseq2_T_to_G	MAPTpromoterAltseq	maptprom_chr17_45895338	chr17_45895338	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895338_altseq3_T_to_C	MAPTpromoterAltseq	maptprom_chr17_45895338	chr17_45895338	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895339_altseq1_C_to_A	MAPTpromoterAltseq	maptprom_chr17_45895339	chr17_45895339	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895339_altseq2_C_to_T	MAPTpromoterAltseq	maptprom_chr17_45895339	chr17_45895339	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895339_altseq3_C_to_G	MAPTpromoterAltseq	maptprom_chr17_45895339	chr17_45895339	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895340_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895340	chr17_45895340	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895340_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895340	chr17_45895340	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895340_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895340	chr17_45895340	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895341_altseq1_A_to_T	MAPTpromoterAltseq	maptprom_chr17_45895341	chr17_45895341	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895341_altseq2_A_to_G	MAPTpromoterAltseq	maptprom_chr17_45895341	chr17_45895341	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895341_altseq3_A_to_C	MAPTpromoterAltseq	maptprom_chr17_45895341	chr17_45895341	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895342_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895342	chr17_45895342	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895342_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895342	chr17_45895342	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895342_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895342	chr17_45895342	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895343_altseq1_G_to_A	MAPTpromoterAltseq	maptprom_chr17_45895343	chr17_45895343	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895343_altseq2_G_to_T	MAPTpromoterAltseq	maptprom_chr17_45895343	chr17_45895343	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
maptprom_chr17_45895343_altseq3_G_to_C	MAPTpromoterAltseq	maptprom_chr17_45895343	chr17_45895343	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
maptprom_chr17_45895344_altseq1_A_to_T	MAPTpromoterAltseq	maptprom_chr17_45895344	chr17_45895344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
